FECHA,DEPARTAMENTO,MUNICIPIO,DIA ,HORA,BARRIO,ZONA,CLASE SITIO,EDAD,GENERO,CLASE BIEN,MARCA BIEN,LINEA,MODELO,COLOR,ARMA EMPLEADA,MOVIL AGRESOR,MOVIL VICTIMA,ESTADO CIVIL,PROFESIONES,ESCOLARIDAD,CODIGO DANE,2014
,VALLE,CALI (CT),Domingo,5:48,JORGE ZAWADSKY E10,URBANA,VIAS PUBLICAS,66,MASCULINO,AUTOMOVIL,TOYOTA,HILUX,1994,AZUL,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SUPERIOR,76001000,1
,VALLE,CALI (CT),Domingo,12:45,LA BASE E8,URBANA,VIAS PUBLICAS,31,MASCULINO,AUTOMOVIL,MAZDA,323,1997,VERDE OSCURO,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SUPERIOR,76001000,1
,VALLE,CALI (CT),Domingo,16:00,SAN FERNANDO VIEJO E19,URBANA,VIAS PUBLICAS,39,FEMENINO,AUTOMOVIL,HYUNDAI,ATOS,2009,PLATEADO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,76001000,1
,VALLE,CALI (CT),Domingo,19:30,EL GRAN LIMONAR E17,URBANA,VIAS PUBLICAS,35,MASCULINO,AUTOMOVIL,MAZDA,3,2006,PLATA,ARMA DE FUEGO,A PIE,VEHICULO,SOLTERO,NO REPORTADO,SECUNDARIA,76001000,1
,VALLE,CALI (CT),Domingo,19:30,LOS LIBERTADORES E3,URBANA,VIAS PUBLICAS,55,MASCULINO,CAMIONETA,TOYOTA,FORTUNER,2014,GRIS,ARMA DE FUEGO,A PIE,VEHICULO,SOLTERO,NO REPORTADO,SUPERIOR,76001000,1
,VALLE,CALI (CT),Domingo,19:45,LA BASE E8,URBANA,VIAS PUBLICAS,26,FEMENINO,AUTOMOVIL,KIA,PICANTO,2009,BLANCO,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SUPERIOR,76001000,1
,VALLE,CALI (CT),Domingo,20:30,CANEY E17,URBANA,VIAS PUBLICAS,48,FEMENINO,AUTOMOVIL,CHEVROLET,ALTO,2001,PLATA,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SUPERIOR,76001000,1
,CAUCA,MIRANDA,Lunes,12:00,VDA CAPARROZAL,RURAL,CARRETERA,28,MASCULINO,CAMION,JAC,NO REPORTADO,2011,ROJO NO REPORTADO BLANCO,ARMA DE FUEGO,VEHICULO,VEHICULO,SOLTERO,NO REPORTADO,SECUNDARIA,19455000,1
,CESAR,VALLEDUPAR (CT),Lunes,0:00,CIUDAD JARDIN,URBANA,VIAS PUBLICAS,30,MASCULINO,CAMIONETA,NISSAN,PATROL,2012,BLANCO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SUPERIOR,20001000,1
,CESAR,VALLEDUPAR (CT),Lunes,19:00,VEREDA,RURAL,CARRETERA,41,MASCULINO,AUTOMOVIL,MAZDA,626,1999,PERLA,ARMA DE FUEGO,VEHICULO,VEHICULO,SOLTERO,NO REPORTADO,SECUNDARIA,20001000,1
,GUAJIRA,LA JAGUA DEL PILAR,Lunes,6:00,VEREDA EL RAMAL,RURAL,CARRETERA,,NO REPORTADO,CAMION,JAC,LINEA STANDARD,2012,BLANCO,ARMA DE FUEGO,PASAJERO MOTOCICLETA,VEHICULO,NO REPORTADO,NO REPORTADO,NO REPORTADO,44420000,1
,VALLE,CALI (CT),Lunes,3:00,CIUDAD CORDOBA E15,URBANA,VIAS PUBLICAS,34,MASCULINO,CAMIONETA,NISSAN,NO REPORTADO,1996,NO REPORTADO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,PRIMARIA,76001000,1
,VALLE,CALI (CT),Lunes,16:40,SINDICAL E12,URBANA,VIAS PUBLICAS,36,MASCULINO,AUTOMOVIL,MAZDA,626,2002,AZUL,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SECUNDARIA,76001000,1
,VALLE,CALI (CT),Lunes,17:50,TORRES DE CONFANDI E5,URBANA,VIAS PUBLICAS,40,FEMENINO,AUTOMOVIL,CHEVROLET,AVEO 1.4,2012,GRIS,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SECUNDARIA,76001000,1
,VALLE,CALI (CT),Lunes,21:30,CIUDAD CORDOBA E15,URBANA,VIAS PUBLICAS,24,MASCULINO,AUTOMOVIL,MAZDA,ALEGRO,2002,ROJO,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SECUNDARIA,76001000,1
,VALLE,CALI (CT),Martes,12:00,SAN VICENTE E2,URBANA,BAHIA,55,MASCULINO,AUTOMOVIL,CHEVROLET,CAVALIER,1996,BLANCO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SUPERIOR,76001000,1
,VALLE,CALI (CT),Martes,14:15,SAN VICENTE E2,URBANA,VIAS PUBLICAS,68,MASCULINO,AUTOMOVIL,CHEVROLET,MONZA,1991,BLANCO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,PRIMARIA,76001000,1
,VALLE,CALI (CT),Martes,15:00,SAN NICOLAS E3,URBANA,VIAS PUBLICAS,54,MASCULINO,CAMIONETA,TOYOTA,HILUX,2006,PLATINO,ARMA DE FUEGO,A PIE,A PIE,CASADO,NO REPORTADO,TECNICO,76001000,1
,VALLE,CALI (CT),Martes,21:25,SALOMIA E4,URBANA,VIAS PUBLICAS,74,MASCULINO,CAMPERO,CHEVROLET,SAMURAI,1996,GRIS,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,76001000,1
,VALLE,GUADALAJARA DE BUGA,Martes,10:30,VDA. LA PALOMERA,RURAL,VIAS PUBLICAS,37,MASCULINO,TRACTO_CAMION,FORD,LT9000,1993,ROJO,ARMA DE FUEGO,VEHICULO,VEHICULO,CASADO,NO REPORTADO,SECUNDARIA,76111000,1
,VALLE,CALI (CT),Viernes,15:00,MANZANARES E4,URBANA,VIAS PUBLICAS,71,MASCULINO,AUTOMOVIL,RENAULT,R9,1983,ROJO,LLAVE MAESTRA,A PIE,A PIE,DIVORCIADO,NO REPORTADO,TECNICO,76001000,1
,RISARALDA,PEREIRA (CT),Jueves,1:00,LA VICTORIA,URBANA,VIAS PUBLICAS,46,MASCULINO,CAMIONETA,TOYOTA,PRADO SUMO,2004,BLANCO,LLAVE MAESTRA,A PIE,A PIE,SEPARADO,NO REPORTADO,TECNOLOGO,66001000,1
,VALLE,CALI (CT),Jueves,20:00,URB. MILITAR E19,URBANA,VIAS PUBLICAS,38,MASCULINO,CAMIONETA,TOYOTA,LAND CRUSER,1996,BLANCO Y VERDE,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,76001000,1
,VALLE,CARTAGO,Jueves,4:59,EL LLANO,URBANA,VIAS PUBLICAS,37,MASCULINO,CAMPERO,TOYOTA,HILUX IMV 4X4,1990,VINOTINTO,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,TECNICO,76147000,1
,ANTIOQUIA,BELLO,Viernes,21:45,CIUDAD NIQUIA,URBANA,BAHIA,52,MASCULINO,CAMIONETA,CHEVROLET,LUV 1.6,2004,PLATA,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SECUNDARIA,5088000,1
,ANTIOQUIA,ITAGUI,Viernes,8:30,SAN JUAN BAUTISTA,URBANA,VIAS PUBLICAS,21,MASCULINO,CAMION,CHEVROLET,NKR,2007,ROJO,ARMA DE FUEGO,A PIE,A PIE,SOLTERO,NO REPORTADO,SECUNDARIA,5360000,1
,CESAR,VALLEDUPAR (CT),Viernes,5:30,DANGON,URBANA,VIAS PUBLICAS,27,MASCULINO,AUTOMOVIL,MAZDA,323,1995,BLANCO,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SECUNDARIA,20001000,1
,CESAR,VALLEDUPAR (CT),Viernes,18:30,LA POPA,URBANA,VIAS PUBLICAS,62,MASCULINO,CAMION,INTERNACIONAL,NO REPORTADO,2005,NEGRO,ESCOPOLAMINA,VEHICULO,VEHICULO,SOLTERO,NO REPORTADO,SECUNDARIA,20001000,1
,VALLE,CALI (CT),Viernes,13:30,VILLA DEL PRADO E5,URBANA,VIAS PUBLICAS,33,MASCULINO,AUTOMOVIL,CHEVROLET,SPRINT,1997,AZUL,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,76001000,1
,VALLE,PRADERA,Viernes,11:30,VEREDA EL RECREO,RURAL,VIAS PUBLICAS,41,MASCULINO,AUTOMOVIL,CHEVROLET,LINEA STANDARD,1982,ABANO,ARMA DE FUEGO,A PIE,VEHICULO,SOLTERO,NO REPORTADO,PRIMARIA,76563000,1
,ANTIOQUIA,ENVIGADO,Domingo,5:00,LA MAGNOLIA,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,81,MASCULINO,AUTOMOVIL,CHEVROLET,TROOPER,1992,ROJO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,5266000,1
,CUNDINAMARCA,SOACHA,Domingo,7:00,COMPARTIR,URBANA,VIAS PUBLICAS,40,MASCULINO,AUTOMOVIL,RENAULT,MEGANE,1990,BLANCO,ARMA BLANCA,A PIE,A PIE,SOLTERO,NO REPORTADO,SECUNDARIA,25754000,1
,RISARALDA,PEREIRA (CT),Domingo,1:00,VILLA DEL PRADO,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,57,FEMENINO,CAMIONETA,CHEVROLET,LUV 1.6,1987,TERRACOTA,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,66001000,1
,VALLE,CALI (CT),Domingo,5:30,BENJAMIN HERRERA E8,URBANA,VIAS PUBLICAS,49,MASCULINO,AUTOMOVIL,MAZDA,323,1987,ROJO,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,76001000,1
,VALLE,CALI (CT),Domingo,12:00,CRISTOBAL COLON E10,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,38,MASCULINO,AUTOMOVIL,KIA,PICANTO,2009,GRIS,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SUPERIOR,76001000,1
,VALLE,CALI (CT),Domingo,13:30,CALYPSO E13,URBANA,VIAS PUBLICAS,36,FEMENINO,AUTOMOVIL,CHEVROLET,AVEO 1.4,2013,GRIS,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,TECNICO,76001000,1
,VALLE,CALI (CT),Domingo,19:30,EL LIMONAR E17,URBANA,BAHIA,37,MASCULINO,FURGON,TOYOTA,HILUX,1994,BLANCO,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,76001000,1
,VALLE,CALI (CT),Domingo,21:20,TORRES DE CONFANDI E5,URBANA,BAHIA,49,MASCULINO,CAMIONETA,FORD,FNO REPORTADO150,2009,PLATINO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,76001000,1
,ANTIOQUIA,SABANETA,Lunes,0:20,VDA. LA DOCTORA,RURAL,VIAS PUBLICAS,25,MASCULINO,AUTOMOVIL,RENAULT,SANDERO,2013,GRIS,ARMA DE FUEGO,A PIE,VEHICULO,SOLTERO,ABOGADO,SUPERIOR,5631000,1
,ARAUCA,TAME,Lunes,13:30,VEREDA SANTO DOMINGO,RURAL,CARRETERA,28,MASCULINO,TRACTOMULA,KENWORTH,T600A,1993,ROJO,ARMA DE FUEGO,VEHICULO,VEHICULO,UNION LIBRE,NO REPORTADO,SECUNDARIA,81794000,1
,GUAJIRA,RIOHACHA (CT),Lunes,11:30,SAN JUDAS,URBANA,VIAS PUBLICAS,40,MASCULINO,CAMIONETA,FORD,F150,1985,BLANCO,LLAVE MAESTRA,A PIE,VEHICULO,UNION LIBRE,INGENIERO INDUSTRIAL,SUPERIOR,44001000,1
,HUILA,NEIVA (CT),Lunes,17:00,ALTICO,URBANA,VIAS PUBLICAS,43,MASCULINO,CAMIONETA,CHEVROLET,LINEA STANDARD,2010,GRIS,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,41001000,1
,VALLE,CALI (CT),Lunes,11:40,LOS GUADUALES E6,URBANA,VIAS PUBLICAS,24,MASCULINO,FURGON,HAFEI,RUIYI CABINA DOBLE,2009,BLANCO,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,TECNICO,76001000,1
,VALLE,CALI (CT),Lunes,11:55,VILLA DEL PRADO E5,URBANA,VIAS PUBLICAS,27,MASCULINO,AUTOMOVIL,CHEVROLET,AVEO 1.4,2007,GRIS,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SECUNDARIA,76001000,1
,VALLE,CALI (CT),Lunes,15:30,PRADOS DEL NORTE E2,URBANA,VIAS PUBLICAS,33,MASCULINO,AUTOMOVIL,RENAULT,R9,1993,HABANO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SUPERIOR,76001000,1
,VALLE,DAGUA,Lunes,20:00,Vereda Tocota,RURAL,VIAS PUBLICAS,56,MASCULINO,AUTOMOVIL,CHEVROLET,OPTRA,2007,PLATEADO,ARMA DE FUEGO,PASAJERO MOTOCICLETA,VEHICULO,CASADO,NO REPORTADO,SUPERIOR,76233000,1
,ANTIOQUIA,BELLO,Martes,11:05,SALENTO,URBANA,VIAS PUBLICAS,44,MASCULINO,AUTOMOVIL,RENAULT,R9,1997,GRIS,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,5088000,1
,ANTIOQUIA,BELLO,Martes,12:30,LA ESTACION,URBANA,VIAS PUBLICAS,52,MASCULINO,CAMION,CHEVROLET,NPR,2008,BLANCO,ARMA DE FUEGO,A PIE,VEHICULO,CASADO,NO REPORTADO,SECUNDARIA,5088000,1
,ANTIOQUIA,BELLO,Martes,19:00,ALCALA,URBANA,VIAS PUBLICAS,46,MASCULINO,TAXI,HYUNDAI,ATOS,2008,AMARILLO,ARMA DE FUEGO,A PIE,CONDUCTOR TAXI,UNION LIBRE,NO REPORTADO,SECUNDARIA,5088000,1
,ANTIOQUIA,BELLO,Martes,21:00,SANTANA,URBANA,VIAS PUBLICAS,42,MASCULINO,AUTOMOVIL,KIA,SORENTO,2006,GRIS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,VEHICULO,UNION LIBRE,NO REPORTADO,SECUNDARIA,5088000,1
,ANTIOQUIA,ENVIGADO,Martes,11:00,MESA,URBANA,VIAS PUBLICAS,66,FEMENINO,CAMIONETA,TOYOTA,LAND CRUSER,1994,VERDE,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,5266000,1
,CESAR,VALLEDUPAR (CT),Martes,1:10,ALFONSO LOPEZ,URBANA,VIAS PUBLICAS,30,MASCULINO,AUTOMOVIL,MAZDA,NO REPORTADO,1994,SILICE TORNADO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,20001000,1
,VALLE,CALI (CT),Martes,7:00,LA BASE E8,URBANA,VIAS PUBLICAS,39,FEMENINO,AUTOMOVIL,CHEVROLET,AVEO 1.4,2006,GRIS,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SUPERIOR,76001000,1
,GUAJIRA,MAICAO,Viernes,5:10,VEREDA LA PAZ,URBANA,TRAMO DE VIA,35,MASCULINO,CAMIONETA,FORD,F150,1993,ROJO,ARMA DE FUEGO,PASAJERO TAXI,VEHICULO,UNION LIBRE,NO REPORTADO,SECUNDARIA,44430000,1
,VALLE,CALI (CT),Martes,20:00,CAMINO REAL - J BORRERO E19,URBANA,VIAS PUBLICAS,29,MASCULINO,AUTOMOVIL,HYUNDAI,I10,2009,VINOTINTO,LLAVE MAESTRA,CONDUCTOR TAXI,A PIE,CASADO,NO REPORTADO,SUPERIOR,76001000,1
,ANTIOQUIA,BARBOSA,Jueves,17:00,VIA CISNEROS,URBANA,VIAS PUBLICAS,55,MASCULINO,CAMION,CHEVROLET,NO REPORTADO,1968,BLANCO Y VERDE,ARMA DE FUEGO,PASAJERO TAXI,VEHICULO,SOLTERO,NO REPORTADO,PRIMARIA,5079000,1
,ANTIOQUIA,ITAGUI,Jueves,11:30,CENTRO,URBANA,VIAS PUBLICAS,58,MASCULINO,BUS,CHEVROLET,NPR,2007,BLANCO,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,5360000,1
,ARAUCA,ARAUQUITA,Jueves,18:30,VEREDA LA ESMERALDA,RURAL,CARRETERA,49,MASCULINO,CAMION,CHEVROLET,NKR,2007,BLANCO,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,VEHICULO,CASADO,NO REPORTADO,SECUNDARIA,81065000,1
,CESAR,VALLEDUPAR (CT),Jueves,13:00,GARUPAL I,URBANA,VIAS PUBLICAS,67,MASCULINO,CAMIONETA,TOYOTA,LAND CRUSER,1995,BLANCO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,20001000,1
,VALLE,CALI (CT),Jueves,5:00,MELENDEZ E18,URBANA,VIAS PUBLICAS,41,MASCULINO,CAMIONETA,MAZDA,B2000,1992,BLANCO,ESCOPOLAMINA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,76001000,1
,VALLE,CALI (CT),Jueves,7:00,DEPARTAMENTAL E10,URBANA,VIAS PUBLICAS,26,MASCULINO,AUTOMOVIL,MAZDA,323,1996,PERLA,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SUPERIOR,76001000,1
,VALLE,CALI (CT),Jueves,20:00,PRIMERO DE MAYO E17,URBANA,VIAS PUBLICAS,34,MASCULINO,CAMIONETA,MAZDA,BTNO REPORTADO50 DOBLE CABINA 2500,2008,PLATA,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SUPERIOR,76001000,1
,VALLE,CALI (CT),Jueves,22:40,SANTA MONICA POPULAR E8,URBANA,VIAS PUBLICAS,30,MASCULINO,AUTOMOVIL,MAZDA,626,2006,PLATA,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,VEHICULO,SOLTERO,NO REPORTADO,SUPERIOR,76001000,1
,ANTIOQUIA,BELLO,Viernes,19:15,PLAYA RICA,URBANA,VIAS PUBLICAS,36,MASCULINO,AUTOMOVIL,RENAULT,CLIO,2003,BEIGE,ARMA DE FUEGO,PASAJERO MOTOCICLETA,VEHICULO,SOLTERO,NO REPORTADO,SECUNDARIA,5088000,1
,ANTIOQUIA,BELLO,Viernes,22:00,SAN JOSE OBRERO,URBANA,VIAS PUBLICAS,20,MASCULINO,AUTOMOVIL,MAZDA,323,1994,ESTRATO DE PERLA,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SECUNDARIA,5088000,1
,CAUCA,PUERTO TEJADA,Viernes,23:00,Vda La Pilita,RURAL,CARRETERA,33,MASCULINO,CAMION,CHEVROLET,NO REPORTADO,2011,BLANCO,ARMA DE FUEGO,PASAJERO MOTOCICLETA,VEHICULO,UNION LIBRE,NO REPORTADO,SECUNDARIA,19573000,1
,VALLE,CALI (CT),Viernes,7:30,EL TRONCAL E8,URBANA,VIAS PUBLICAS,66,MASCULINO,AUTOMOVIL,CHEVROLET,SPRINT,1994,GRIS,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,PRIMARIA,76001000,1
,VALLE,CALI (CT),Viernes,10:40,EUCARISTICO E19,URBANA,VIAS PUBLICAS,49,MASCULINO,AUTOMOVIL,MAZDA,323,1984,ROJO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,TECNICO,76001000,1
,VALLE,CALI (CT),Viernes,19:00,VILLA DEL PRADO E5,URBANA,VIAS PUBLICAS,40,FEMENINO,AUTOMOVIL,CHEVROLET,MONZA,1987,CAFE,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,76001000,1
,VALLE,CALI (CT),Viernes,19:50,EL LIMONAR E17,URBANA,BAHIA,38,MASCULINO,CAMPERO,SUZUKI,CAMPERO ZAMURAI,1983,ROJO,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,76001000,1
,VALLE,CALI (CT),Viernes,20:30,BRISAS DE LOS ALAMOS E2,URBANA,BAHIA,35,FEMENINO,AUTOMOVIL,CHEVROLET,AVEO 1.4,2006,PLATA,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SUPERIOR,76001000,1
,VALLE,CALI (CT),Viernes,20:30,MARIANO RAMOS E16,URBANA,VIAS PUBLICAS,44,MASCULINO,TAXI,HYUNDAI,ATOS,2011,AMARILLO,ARMA DE FUEGO,A PIE,CONDUCTOR TAXI,CASADO,NO REPORTADO,SECUNDARIA,76001000,1
,VALLE,CALI (CT),Viernes,21:25,PRADOS DEL NORTE E2,URBANA,VIAS PUBLICAS,35,FEMENINO,AUTOMOVIL,HYUNDAI,SANTRO 1.0,2007,AZUL CIELO,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SUPERIOR,76001000,1
,VALLE,CALI (CT),Viernes,22:45,VILLAS DE VERACRUZ E5,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,26,MASCULINO,AUTOMOVIL,CHEVROLET,CORSA ACTIVE SPEED,2006,AZUL,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SUPERIOR,76001000,1
02/02/2014 12:00:00 AM,ARAUCA,TAME,Domingo,7:00,VEREDA SANTO DOMINGO,RURAL,CARRETERA,40,MASCULINO,CAMIONETA,SSANGYONG,ACTYON 2.3 AUT.4X4 FULL E.2300,2011,BLANCO,ARMA DE FUEGO,A PIE,VEHICULO,DIVORCIADO,NO REPORTADO,TECNICO,81794000,1
02/02/2014 12:00:00 AM,RISARALDA,PEREIRA (CT),Domingo,4:20,SAN ANTONIO II,URBANA,BAHIA,38,MASCULINO,AUTOMOVIL,MAZDA,323,1994,ESTRATO DE PERLA,ARMA DE FUEGO,PASAJERO BUS,A PIE,UNION LIBRE,TECNOLOGO OBRAS CIVILES,TECNOLOGO,66001000,1
02/02/2014 12:00:00 AM,VALLE,CALI (CT),Domingo,0:55,SANTA ELENA E10,URBANA,VIAS PUBLICAS,60,MASCULINO,AUTOMOVIL,HYUNDAI,I10,2014,BLANCO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,76001000,1
02/02/2014 12:00:00 AM,VALLE,CALI (CT),Domingo,19:10,VALLE DEL LILI E17,URBANA,VIAS PUBLICAS,27,FEMENINO,AUTOMOVIL,HYUNDAI,I10,2009,ROJO,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,76001000,1
02/02/2014 12:00:00 AM,VALLE,YUMBO,Domingo,23:00,VIA CALI YUMBO (25-1 25-2),RURAL,CARRETERA,37,MASCULINO,CAMION,CHEVROLET,KODIAC,1985,AMARILLO,ARMA DE FUEGO,A PIE,VEHICULO,UNION LIBRE,NO REPORTADO,SECUNDARIA,76892000,1
03/02/2014 12:00:00 AM,VALLE,CALI (CT),Lunes,7:40,SUCRE E9,URBANA,VIAS PUBLICAS,47,MASCULINO,CAMIONETA,CHEVROLET,LUV 1.6,1982,AZUL,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,76001000,1
03/02/2014 12:00:00 AM,VALLE,CALI (CT),Lunes,18:40,CIUDAD CORDOBA E15,URBANA,VIAS PUBLICAS,51,FEMENINO,AUTOMOVIL,KIA,CERATO,2012,GRIS,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SUPERIOR,76001000,1
03/02/2014 12:00:00 AM,VALLE,CALI (CT),Lunes,19:50,NAPOLES E18,URBANA,VIAS PUBLICAS,48,MASCULINO,CAMIONETA,MITSUBISHI,LINEA STANDARD,1995,VERDE,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SECUNDARIA,76001000,1
03/02/2014 12:00:00 AM,VALLE,CALI (CT),Lunes,20:00,VILLA DEL LAGO E13,URBANA,VIAS PUBLICAS,56,MASCULINO,AUTOMOVIL,NISSAN,URVAN,1996,BLANCO,LLAVE MAESTRA,A PIE,A PIE,DIVORCIADO,NO REPORTADO,SECUNDARIA,76001000,1
03/02/2014 12:00:00 AM,VALLE,CALI (CT),Lunes,20:30,GRANADA E2,URBANA,VIAS PUBLICAS,51,FEMENINO,AUTOMOVIL,KIA,PICANTO,2008,ROJO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,TECNICO,76001000,1
03/02/2014 12:00:00 AM,VALLE,CALI (CT),Lunes,20:30,SAN ANTONIO E3,URBANA,VIAS PUBLICAS,39,MASCULINO,AUTOMOVIL,KIA,RIO,2007,NEGRO,ARMA DE FUEGO,A PIE,VEHICULO,CASADO,NO REPORTADO,SUPERIOR,76001000,1
03/02/2014 12:00:00 AM,VALLE,GUADALAJARA DE BUGA,Lunes,19:00,VIA  BUGA / BUENAVENTURA,RURAL,VIAS PUBLICAS,40,MASCULINO,CAMION,CHEVROLET,NPR,2000,BLANCO,ARMA DE FUEGO,VEHICULO,VEHICULO,SOLTERO,NO REPORTADO,SECUNDARIA,76111000,1
04/02/2014 12:00:00 AM,ANTIOQUIA,CALDAS,Martes,16:30,VDA. LA CHUSCALA,RURAL,CARRETERA,49,MASCULINO,CAMION,CHEVROLET,NNR,2008,PLATEADO,ARMA DE FUEGO,A PIE,VEHICULO,UNION LIBRE,NO REPORTADO,SECUNDARIA,5129000,1
04/02/2014 12:00:00 AM,ANTIOQUIA,ENVIGADO,Martes,6:15,EL TRIANON,URBANA,VIAS PUBLICAS,48,MASCULINO,BUSETA,CHEVROLET,LINEA STANDARD,2014,BLANCO Y VERDE,ARMA DE FUEGO,A PIE,VEHICULO,CASADO,NO REPORTADO,PRIMARIA,5266000,1
04/02/2014 12:00:00 AM,ANTIOQUIA,ENVIGADO,Martes,22:00,LOMA DEL ESCOBERO,RURAL,VIAS PUBLICAS,27,MASCULINO,CAMIONETA,TOYOTA,LINEA STANDARD,2013,PLATEADO,ARMA DE FUEGO,PASAJERO MOTOCICLETA,VEHICULO,UNION LIBRE,NO REPORTADO,SECUNDARIA,5266000,1
04/02/2014 12:00:00 AM,ANTIOQUIA,SABANETA,Martes,9:15,ENTREAMIGOS,URBANA,VIAS PUBLICAS,33,MASCULINO,CAMPERO,TOYOTA,LINEA STANDARD,1992,BLANCO,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SECUNDARIA,5631000,1
04/02/2014 12:00:00 AM,CAUCA,SANTANDER DE QUILICHAO,Martes,9:30,CENTRO,URBANA,FRENTE A ALMACEN NO REPORTADO VIA PUBLICA,30,MASCULINO,CAMPERO,TOYOTA,LAND CRUISER FZJ71 CABINADO STD,1997,AZUL,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,TECNICO,19698000,1
